Group	Species
ARTHROPODA	Liposcelis_sp._PH-2016
CRANIATA	Leptobrachium_leishanense
NEMERTEA	Lineus_longissimus
ARTHROPODA	Lipara_lucens
ARTHROPODA	Lysiosquilla_maculata
MICROGNATHOZOA	Limnognathia_maerski
MOLLUSCA	Limax_maximus
CRANIATA	Latimeria_menadoensis
ARTHROPODA	Locusta_migratoria_manilensis
MOLLUSCA	Lobiger_nevilli
ENTOPROCTA	Loxosomella_nordgaardi
ARTHROPODA	Leptodius_sp._NTOU-LMT-BRA0070
MOLLUSCA	Lanistes_nyassanus
CRANIATA	Lepisosteus_oculatus
ENTOPROCTA	Loxomitra_sp._KK-2020
ANNELIDA	Lopadorrhynchus_sp._ET-2021
ARTHROPODA	Limulus_polyphemus
CRANIATA	Lepisdosiren_pradoxa
ANNELIDA	Leitoscoloplos_robustus
MOLLUSCA	Leptochiton_rugatus
NEMERTEA	Lineus_sanguineus
ANNELIDA	Lamellibrachia_satsuma
MOLLUSCA	Lymnaea_stagnalis
ARTHROPODA	Liphistius_thaleban
ARTHROPODA	Lucensosergia_lucens
ECHINODERMATA	Lytechinus_variegatus
ARTHROPODA	Lepidocampa_weberi
ARTHROPODA	Lysmata_wurdemanni
ARTHROPODA	Lynceus_sp._MCZ_IZ_141354
MOLLUSCA	Marisa_cornuarietis
ARTHROPODA	Macrotrichidae
CRANIATA	Monopterus_albus
ARTHROPODA	Metasiro_americanus
MOLLUSCA	Mya_arenaria
CRANIATA	Mastacembelus_armatus
MOLLUSCA	Meghimatium_bilineatum
Outgroup	Monosiga_brevicollis
MOLLUSCA	Mytilus_unguiculatus
CRANIATA	Megalops_cyprinoides
ANNELIDA	Megadrilus_sp._A5911
PLATYHELMINTHES	Mesostoma_lingua
ARTHROPODA	Metaplax_longipes
ARTHROPODA	Menneus_sp._RK-2018
TARDIGRADA	Mesobiotus_philippinicus
CRANIATA	Microhyla_fissipes
MOLLUSCA	Micromenia_fodiens
ARTHROPODA	Metopograpsus_frontalis
MOLLUSCA	Meghimatium_fruhstorferi
ARTHROPODA	Megahexura_fulva
ARTHROPODA	Menopon_gallinae
ARTHROPODA	Megacormus_gertschi
ARTHROPODA	Mastigoproctus_giganteus
NEMERTEA	Malacobdella_grossa
ARTHROPODA	Mecistocephalus_guildingii
ARTHROPODA	Microdipoena_guttata
ANNELIDA	Myriochele_heeri
MOLLUSCA	Magallana_hongkongensis
ARTHROPODA	Machilis_hrabei
CRANIATA	Mus_musculus
PLATYHELMINTHES	Microplana_groga
PLATYHELMINTHES	Minona_ileanae
ONYCHOPHORA	Metaperipatus_inae
ANNELIDA	Myxicola_infundibulum
PLATYHELMINTHES	Microplana_plurioculata
PLATYHELMINTHES	Microplana_scharffi
ARTHROPODA	Ligia_oceanica
MOLLUSCA	Monodonta_labio
GASTROTRICHA	Mesodasys_laticaudatus
ARTHROPODA	Mysmena_leichhardti
MOLLUSCA	Melibe_leonina
PLATYHELMINTHES	Macrostomum_lignano
PLATYHELMINTHES	Microstomum_lineare
MOLLUSCA	Margaritifera_margaritifera
CRANIATA	Menidia_menidia
ANNELIDA	Mesochaetopterus_minutus
CRANIATA	Myripristis_murdjan
MOLLUSCA	Mopalia_muscosa
PLATYHELMINTHES	Microplana_nana
ARTHROPODA	Macrobrachium_nipponense
ARTHROPODA	Meganyctiphanes_norvegica
ANNELIDA	Manayunkia_occidentalis
ANNELIDA	Melinna_oculata
ARTHROPODA	Moina_sp._MCZ_IZ_74079
MOLLUSCA	Mourgona_sp.5
ANNELIDA	Magelona_pitelkai
MOLLUSCA	Macellomenia_schanderi
ARTHROPODA	Mithraculus_sculptus
NEMERTODERMATIDA	Meara_stichopi
MOLLUSCA	Meiomenia_swedmarki
PLATYHELMINTHES	Microplana_terrestris
ONYCHOPHORA	Macroperipatus_torquatus
CRANIATA	Microcaecilia_unicolor
BRACHIOPODA	Magellania_venosa
CNIDARIA	Morbakka_virulenta
ANNELIDA	Metaphire_vulgaris
ARTHROPODA	Morlockia_williamsi
MOLLUSCA	Mizuhopecten_(Patinopecten)_yessoensis
ARTHROPODA	Newportia_adisi
MOLLUSCA	Nerita_albicilla
BRACHIOPODA	Novocrania_anomala
ARTHROPODA	Neoscona_arabesca
ARTHROPODA	Nebalia_bipes
PLATYHELMINTHES	Nematoplana_coelogynoporoides
ARTHROPODA	Neocaridina_davidi
ARTHROPODA	Nemophora_degeerella
Outgroup	Nuclearia_delicatula
ANNELIDA	Naineris_dendritica
ARTHROPODA	Nemastomella_dubia
ARTHROPODA	Neocaridina_denticulata
ARTHROPODA	Notostira_elongata
ARTHROPODA	Neocarus_sp._MCZ_IZ_162194
ANNELIDA	Nephtys_sp._ET-2021
ARTHROPODA	Nylanderia_fulva
ACOELA	Neochildia_fusca
NEMERTEA	Notospermus_geniculatus
ARTHROPODA	Notiphilides_grandis
ARTHROPODA	Niphargus_hrabei
ARTHROPODA	Nicodamidae_sp._2_RK-2018
MOLLUSCA	Nipponacmea_fuscoviridis
ARTHROPODA	Neosarmatium_indicum
ARTHROPODA	Nilaparvata_lugens
MOLLUSCA	Nuttallochiton_mirandus
ARTHROPODA	Nymphon_molleri
ARTHROPODA	Notodromas_monacha
NEMATOMORPHA	Nectonema_munidae
ANNELIDA	Norana_najaformis
ANNELIDA	Ninoe_nigripes
ARTHROPODA	Nipponentomon_nippon
ARTHROPODA	Niponia_nodulosa
ARTHROPODA	Novanapis_sp._RK-2018
ARTHROPODA	Nothrus_palustris
MOLLUSCA	Nautilus_pompilius
MOLLUSCA	Neritina_pulligera
ANNELIDA	Neoamphitrite_robusta
MOLLUSCA	Nucula_tumidula
CNIDARIA	Nematostella_vectensis
ARTHROPODA	Nasonia_vitripennis
NEMERTODERMATIDA	Nemertoderma_westbladi
CRANIATA	Nematolebias_whitei
ARTHROPODA	Nymphon_gracile
ANNELIDA	Ophelina_acuminata
ANNELIDA	Oasisia_alvinae
CRANIATA	Ornithorhynchus_anatinus
MOLLUSCA	Onychoteuthis_banksii
MOLLUSCA	Octopus_bimaculoides
PLATYHELMINTHES	Obama_braunsi
PLATYHELMINTHES	Obama_carinata
ARTHROPODA	Ocypode_ceratophthalmus
ARTHROPODA	Ochyrocera_sp._RK-2018
ARTHROPODA	Orchesella_cincta
ARTHROPODA	Octostigma_sinensis
MOLLUSCA	Octopoteuthis_deletron
UROCHORDATA	Oikopleura_dioica
ARTHROPODA	Oecobius_cellariorum
MOLLUSCA	Ostrea_edulis
MOLLUSCA	Onchidella_floridana
ANNELIDA	Osedax_frankpressi
ANNELIDA	Owenia_fusiformis
ONYCHOPHORA	Occiperipatoides_gilesii
ARTHROPODA	Orchestia_grillus
MOLLUSCA	Olea_hansineensis
MOLLUSCA	Oncomelania_hupensis
ARTHROPODA	Occasjapyx_japonicus
ONYCHOPHORA	Opisthopatus_kwazululandi
ANNELIDA	Olavius_sp._CE14538
PORIFERA	Oopsacas_minuta
PLATYHELMINTHES	Obama_nungara
ARTHROPODA	Ozestheria_pilosa
ARTHROPODA	Opopaea_sp._RK-2018
ARTHROPODA	Opilioacaridae_sp._CSL-2018
ARTHROPODA	Oratosquilla_oratoria
MOLLUSCA	Onchidium_reevesii
ARTHROPODA	Ornithodoros_rostratus
ARTHROPODA	Orsolobidae_sp._RK-2018
ARTHROPODA	Ozestheria_rubra
MOLLUSCA	Octopus_sinensis
MOLLUSCA	Oxystele_tabularis
ARTHROPODA	Onthophagus_taurus
ARTHROPODA	Opilioacarus_texanus
NEMATODA	Oscheius_tipulae
MOLLUSCA	Onchidium_verrucosum
ANNELIDA	Ophryotrocha_xiamen
MOLLUSCA	Physella_acuta
CHAETOGNATHA	Parasagitta_elegans
CRANIATA	Protopterus_aethiopicus
ARTHROPODA	Parasesarma_affine
ANNELIDA	Phascolosoma_agassizii
NEMATODA	Parapristionchus_giblindavisi
ANNELIDA	Perinereis_aibuhitensis
ARTHROPODA	Pararchaea_alba
ARTHROPODA	Pachygrapsus_marmoratus
ARTHROPODA	Periplaneta_americana
CRANIATA	Protopterus_annectens
ARTHROPODA	Parachelifer_persimilis
ARTHROPODA	Pleomothra_apletocheles
ARTHROPODA	Paramatachia_sp._RK-2018
ARTHROPODA	Parasergestes_armatus
ARTHROPODA	Paratya_australiensis
ANNELIDA	Paranais_sp._DSW-2020
ARTHROPODA	Paraplatyarthrus_subterraneus
PHORONIDA	Phoronis_australis
ARTHROPODA	Pontocypris_avena
ARTHROPODA	Paruroctonus_baergi
ANNELIDA	Psammodrilus_balanoglossoides
ONYCHOPHORA	Peripatopsis_bolandi
MOLLUSCA	Phylliroe_bucephala
ANNELIDA	Pareurythoe_californica
ARTHROPODA	Paralithodes_camtschaticus
MOLLUSCA	Pomacea_canaliculata
PRIAPULIDA	Priapulus_caudatus
ENTOPROCTA	Pedicellina_cernua
ANNELIDA	Protodriloides_chaetifer
Outgroup	Pigoraptor_chileana
ARTHROPODA	Panonychus_citri
MOLLUSCA	Pseudosuccinea_columella
ARTHROPODA	Polydesmus_complanatus
PLATYHELMINTHES	Prostheceraeus_crozieri
MOLLUSCA	Proneomenia_custodiens
CHAETOGNATHA	Pterosagitta_draco
ANNELIDA	Platynereis_dumerilii
ANNELIDA	Paraescarpia_echinospica
MOLLUSCA	Pomatias_elegans
ARTHROPODA	Pellobunus_sp._RF-2017
ANNELIDA	Pelodrilus_sp._HAPS2
CRANIATA	Periophthalmus_magnuspinnatus
ONYCHOPHORA	Peripatidae_sp._Panama_MCZ_IZ_141128_/_Epiperipatus_bernali
ONYCHOPHORA	Peripatus_(Epiperipatus)_solorzanoi
CRANIATA	Petromyzon_marinus
ARTHROPODA	Parides_eurimedes
PLATYHELMINTHES	Polycelis_felina
ARTHROPODA	Phoxichilidium_cf._femoratum_JB-2020
ARTHROPODA	Pallenella_flava
CHAETOGNATHA	Pseudosagitta_gazellae
ARTHROPODA	Polyzonium_germanicum
KINORHYNCHA	Pycnophyes_giganteus
CHAETOGNATHA	Paraspadella_gotoi
ANNELIDA	Phascolopsis_gouldii
PLATYHELMINTHES	Phagocata_gracilis
ANNELIDA	Phagodrilus_sp._DSW-2020
ARTHROPODA	Photeros_annecohenae
PHORONIDA	Phoronopsis_harmeri
ARTHROPODA	Parhyale_hawaiensis
ANNELIDA	Pholoe_baltica
ANNELIDA	Parergodrilus_heideri
ANNELIDA	Phascolosoma_granulatum
MOLLUSCA	Pterygioteuthis_hoylei
ANNELIDA	Phreodrilidae_sp._C_DSW-2020
ANNELIDA	Phreodrilidae_sp._A_DSW-2020
ARTHROPODA	Pediculus_humanus
ARTHROPODA	Pauropus_huxleyi
ANNELIDA	Phyllochaetopterus_sp._KMH-2014
MOLLUSCA	Plakobranchus_ianthobapsus
PHORONIDA	Phoronis_ijimai
KINORHYNCHA	Pycnophyes_ilyocryptus
ARTHROPODA	Pandinus_imperator
ARTHROPODA	Proasellus_jaloniacus
PLATYHELMINTHES	Psammomacrostomum_sp._2_JNB-2019
MOLLUSCA	Placida_kingstoni
ARTHROPODA	Polyxenus_lagurus
ARTHROPODA	Petrolisthes_lamarckii
MOLLUSCA	Pleurobranchaea_californica
CRANIATA	Plethodon_cinereus
ARTHROPODA	Pycnogonum_litorale
ARTHROPODA	Protimesius_longipalpis
ARTHROPODA	Platorchestia_sp.
MOLLUSCA	Pomacea_maculata
BRYOZOA	Pectinatella_magnifica
ARTHROPODA	Pholcus_manueli
ARTHROPODA	Phrynus_marginemaculatus
MOLLUSCA	Pecten_maximus
ANNELIDA	Phyllodoce_medipapillata
TARDIGRADA	Paramacrobiotus_metropolitanus
ANNELIDA	Parvidrilus_meyssonnieri
ARTHROPODA	Penaeus_monodon
PLATYHELMINTHES	Phagocata_morgani
CRANIATA	Podarcis_muralis
ARTHROPODA	Pogonognathellus_sp._AD-2013
PLATYHELMINTHES	Polycelis_nigra
ARTHROPODA	Phalangium_opilio
ARTHROPODA	Panulirus_ornatus
CRANIATA	Polypterus_senegalus
ARTHROPODA	Portunus_trituberculatus
ARTHROPODA	Progradungula_otwayensis
MOLLUSCA	Pythia_pachyodon
ARTHROPODA	Platynothrus_peltifer
ARTHROPODA	Pollicipes_pollicipes
ARTHROPODA	Porcellionides_pruinosus
PHORONIDA	Phoronis_psammophila
NEMATODA	Prionchulus_punctatus
ARTHROPODA	Photinus_pyralis
KINORHYNCHA	Paracentrophyes_quadridentatus
MOLLUSCA	Plectotropis_quelpartensis
ARTHROPODA	Pseudosphyrapus_quintolongus
ARTHROPODA	Procambarus_clarkii
NEMATODA	Panagrellus_redivivus
TARDIGRADA	Paramacrobiotus_richtersi
NEMATODA	Propanagrolaimus_sp._JU765
ARTHROPODA	Protochelifer_sp._MCZ_49984
NEMATODA	Pristionchus_pacificus
ACOELA	Paratomella_rubra
MOLLUSCA	Patelloida_saccharina
NEMATODA	Plectus_sambesii
ARTHROPODA	Petrobunus_schwendingeri
CHAETOGNATHA	Parasagitta_setosa
ARTHROPODA	Pseudopolydesmus_sp._MB-2013
ARTHROPODA	Prorhinotermes_simplex
ARTHROPODA	Protolophus_singularis
PLATYHELMINTHES	Prosthiostomum_siphunculus
MOLLUSCA	Phallomedusa_solida
CRANIATA	Polyodon_spathula
ARTHROPODA	Plagusia_squamosa
ARTHROPODA	Pseudotyrannochthonius_sp._B_LB-2019
PLATYHELMINTHES	Prorhynchus_stagnalis
ARTHROPODA	Parahya_submersa
ANNELIDA	Protodriloides_symbioticus
PLATYHELMINTHES	Polycelis_tenuis
ARTHROPODA	Parasteatoda_tepidariorum
HEMICHORDATA	Ptychodera_flava
PLATYHELMINTHES	Planaria_torva
MOLLUSCA	Phorcus_turbinatus
MOLLUSCA	Patella_ulyssiponensis
ARTHROPODA	Paralimnadia_urukhai
ARTHROPODA	Paralamyctes_validus
ARTHROPODA	Penaeus_vannamei
NEMATOMORPHA	Paragordius_varius
PLATYHELMINTHES	Phagocata_velata
MOLLUSCA	Phasianella_ventricosa
ANNELIDA	Pilargis_verrucosa
ANNELIDA	Propappus_volki
NEMATODA	Pontonema_vulgare
ARTHROPODA	Prokoenenia_wheeleri
ANNELIDA	Randiella_sp._DSW-2020
HEMICHORDATA	Rhabdopleura_annulata
ARTHROPODA	Ricinoides_atewa
CRANIATA	Rhinatrema_bivittatum
MOLLUSCA	Rissoella_caribaea
TARDIGRADA	Richtersius_coronifer
CNIDARIA	Rhopilema_esculentum
PLATYHELMINTHES	Rhynchomesostoma_sp._ER-2019
ARTHROPODA	Rhysida_immarginata
ARTHROPODA	Rhysida_longipes
ARTHROPODA	Rakaia_minutissima
NEMERTEA	Riseriellus_occultus
ANNELIDA	Riftia_pachyptila
ANNELIDA	Rhyacodrilus_pigueti
ARTHROPODA	Rhodnius_prolixus
ARTHROPODA	Rhizoglyphus_robini
PLATYHELMINTHES	Rhynchomesostoma_rostratum
ARTHROPODA	Rhipicephalus_sanguineus
ROTIFERA	Rotaria_socialis
PLATYHELMINTHES	Rhynchodemus_sylvaticus
CRANIATA	Rana_temporaria
TARDIGRADA	Ramazzottius_varieornatus
ARTHROPODA	Strigamia_acuminata
ARTHROPODA	Synsphyronus_apimelus
KINORHYNCHA	Semnoderes_armiger
ARTHROPODA	Sarcoptes_scabiei
ARTHROPODA	Scolopendropsis_bahiensis
ARTHROPODA	Siro_boyerae
MOLLUSCA	Scapharca_(Anadara)_broughtonii
ANNELIDA	Struwela_camposi
ARTHROPODA	Sergiolus_capulatus
ARTHROPODA	Schendyla_carniolensis
CHAETOGNATHA	Spadella_cephaloptera
ARTHROPODA	Stylopallene_cheilorhynchus
PORIFERA	Sycon_ciliatum
ARTHROPODA	Scolopendra_cingulata
ARTHROPODA	Scutigera_coleoptrata
MOLLUSCA	Sinonovacula_constricta
ARTHROPODA	Scorpiops_sp._PPS-2014
ARTHROPODA	Sida_crystallina
Outgroup	Sphaerothecum_destruens
ARTHROPODA	Superstitionia_donensis
ARTHROPODA	Stegodyphus_dumicola
MOLLUSCA	Semisulcospira_coreana
ARTHROPODA	Segestria_sp._NG-2016
CRANIATA	Scleropages_formosus
ARTHROPODA	Spodoptera_frugiperda
MOLLUSCA	Saccostrea_glomerata
ANNELIDA	Sphaerodorum_gracilis
ANNELIDA	Stylodrilus_heringianus
MOLLUSCA	Simrothiella_margaritacea
ANNELIDA	Scalibregma_inflatum
MOLLUSCA	Siphonaria_sp.2
CRANIATA	Synaphobranchus_kaupii
HEMICHORDATA	Saccoglossus_kowalevskii
PLATYHELMINTHES	Stenostomum_leucops
ARTHROPODA	Stenotaenia_linearis
ARTHROPODA	Sitalcina_lobata
ARTHROPODA	Saramacia_lucasae
ARTHROPODA	Steganacarus_magnus
ARTHROPODA	Strigramia_maritima
CRANIATA	Scophthalmus_maximus
PLATYHELMINTHES	Schmidtea_mediterranea
ARTHROPODA	Scapholeberis_cf._mucronata
MOLLUSCA	Siphonaria_normalis
ANNELIDA	Sipunculus_nudus
ARTHROPODA	Solpugema_sp._MCZ_49525
CRANIATA	Sphaeramia_orbicularis
CYCLIOPHORA	Symbion_pandora
MOLLUSCA	Siphonaria_pectinata
ANNELIDA	Spinther_sp._SA-2015
PLATYHELMINTHES	Schmidtea_polychroa
ARTHROPODA	Stenochrus_portoricensis
NEMATODA	Sphaerolaimus_sp._T62
CRANIATA	Sphenodon_punctatus
Outgroup	Salpingoeca_rosetta
ARTHROPODA	Schizocosa_rovneri
ARTHROPODA	Scolopocryptops_rubiginosus
ARTHROPODA	Sphodros_rufipes
CRANIATA	Salamandra_salamandra
ANNELIDA	Sternaspis_scutata
CHAETOGNATHA	Serratosagitta_serratodentata
ARTHROPODA	Scolopocryptops_sexspinosus
MOLLUSCA	Sacoproteus_smaragdinus
ARTHROPODA	Scatella_stagnalis
PLATYHELMINTHES	Stenostomum_sthenum
MOLLUSCA	Stylomenia_sulcodoryata
ARTHROPODA	Sphaeroma_terebrans
ARTHROPODA	Sternophoridae_sp._MCZ_133496
CRANIATA	Sebastes_umbrosus
MOLLUSCA	Scutopus_ventrolineatus
ARTHROPODA	Simocephalus_vetulus
ARTHROPODA	Scutigerina_weberi
ANNELIDA	Syllis_gracilis
ARTHROPODA	Symphylella_sp._AD-2014
ACOELA	Symsagittifera_roscoffensis
NEMATODA	Turbatrix_aceti
CRANIATA	Tachyglossus_aculeatus
ARTHROPODA	Talitrus_saltator
ANNELIDA	Trilobodrilus_axi
ARTHROPODA	Timema_californicum
ARTHROPODA	Triops_cancriformis
ARTHROPODA	Tribolium_castaneum
ARTHROPODA	Tetranychus_cinnabarinus
ARTHROPODA	Trigoniulus_corallinus
ARTHROPODA	Thermobia_domestica
ARTHROPODA	Tetraclita_japonica
ANNELIDA	Terebellides_stroemi
ARTHROPODA	Tricholepidion_gertschi
ARTHROPODA	Tachypleus_gigas
ARTHROPODA	Triops_granarius
ARTHROPODA	Thrasychirus_gulosus
ARTHROPODA	Theromaster_sp._RF-2017
MOLLUSCA	Thuridilla_gracilis
ARTHROPODA	Tigriopus_californicus
ARTHROPODA	Thysanoessa_inermis
ARTHROPODA	Tigriopus_japonicus
ARTHROPODA	Tygarrup_javanicus
ANNELIDA	Troglodrilus_jugeti
ARTHROPODA	Tanaella_kommritzia
MOLLUSCA	Titiscania_limacina
MOLLUSCA	Tonicella_lineata
NEMERTEA	Tetrastemma_longissimum
ARTHROPODA	Trogulus_martensi
NEMERTEA	Tetrastemma_melanocephalum
BRYOZOA	Terminoflustra_membranaceotruncata
ARTHROPODA	Tropilaelaps_mercedesae
ANNELIDA	Thoracophelia_mucronata
ARTHROPODA	Triops_newberryi
MOLLUSCA	Trochus_nigropunctatus
NEMATODA	Tobrilus_sp.
ANNELIDA	Tomopteris_sp._ET-2021
ARTHROPODA	Tanystylum_orbiculare
ARTHROPODA	Thrips_palmi
MOLLUSCA	Theba_pisana
NEMERTEA	Tubulanus_polymorphus
ARTHROPODA	Tomocerus_qinae
ARTHROPODA	Tengella_radiata
ANNELIDA	Travisiopsis_sp._ET-2021
ARTHROPODA	Trichocorixa_calva
PLACOZOA	Trichoplax_sp._H2
ARTHROPODA	Triops_longicaudatus
ARTHROPODA	Trinorchestia_longiramus
ANNELIDA	Trichobranchus_roseus
ARTHROPODA	Theridiosoma_savannum
KINORHYNCHA	Tubulideres_seminoli
ARTHROPODA	Theatops_spinicaudus
ARTHROPODA	Troglokhammouanus_steineri
ANNELIDA	Trichodrilus_strandi
ARTHROPODA	Tetrix_subulata
BRACHIOPODA	Terebratalia_transversa
ARTHROPODA	Tachypleus_tridentatus
ARTHROPODA	Thereuonema_tuberculata
ARTHROPODA	Tetranychus_urticae
ARTHROPODA	Upogebia_africana
ARTHROPODA	Urodacus_elongatus
ARTHROPODA	Uroctonites_huachuca
CRANIATA	Uperoleia_mahonyi
ARTHROPODA	Uroctonus_mordax
ARTHROPODA	Varroa_destructor
ARTHROPODA	Vargula_hilgendorfii
MOLLUSCA	Vampyroteuthis_infernalis
ARTHROPODA	Varroa_jacobsoni
ARTHROPODA	Vaejovis_mexicanus
MOLLUSCA	Williamia_peltoides
ANNELIDA	Whitmania_pigra
BRYOZOA	Watersipora_subtorquata
XENOTURBELLIDA	Xenoturbella_bocki
CRANIATA	Xiphophorus_couchianus
CRANIATA	Xenopus_laevis
XENOTURBELLIDA	Xenoturbella_profunda
CRANIATA	Xenopus_tropicalis
ARTHROPODA	Xibalbanus_tulumensis
ARTHROPODA	Xenos_vesparum
KINORHYNCHA	Zelinkaderes_brightae
ARTHROPODA	Zerene_cesonia
ARTHROPODA	Zootermopsis_nevadensis
KINORHYNCHA	Zelinkaderes_yong
Rhodophyta	Cyanidioschyzon_merolae
Rhodophyta	Cyanidium_caldarium
Rhodophyta	Galdieria_sulphuraria
Rhodophyta	Porphyra_purpurea
Rhodophyta	Porphyra_umbilicalis
Rhodophyta	Pyropia_yezoensis
Rhodophyta	Calliarthron_tuberculosum
Rhodophyta	Hildenbrandia_rubra
Rhodophyta	Palmaria_palmata
Rhodophyta	Griffithsia_okiensis
Rhodophyta	Furcellaria_lumbricalis
Rhodophyta	Chondrus_crispus
Rhodophyta	Eucheuma_denticulatum
Rhodophyta	Gracilaria_changii
Rhodophyta	Madagascaria_erythrocladioides
Rhodophyta	Rhodochaete_pulchella
Rhodophyta	Compsopogon_caeruleus
Rhodophyta	Erythrolobus_australicus
Rhodophyta	Erythrolobus_madagascarensis
Rhodophyta	Porphyridium_aerugineum
Rhodophyta	Porphyridium_purpureum
Rhodophyta	Timspurckia_oligopyrenoides
Rhodophyta	Rhodella_violacea
Rhodophyta	Purpureofilum_apyrenoidigerum
Rhodophyta	Rhodosorus_marinus
Rhodophyta	Bangiopsis_sp_CCMP1999
Glaucophyta	Cyanoptyche_gloeocystis
Glaucophyta	Glaucocystis_incrassata
Glaucophyta	Gloeochaete_wittrockiana
Picozoa	Picozoa_sp_Boothbay-MS584-11
Rhodelphidia	Rhodelphis_limneticus
Rhodelphidia	Rhodelphis_marinus
Rhodophyta	Agarophyton_chilense
Rhodophyta	Galdieria_phlegrea
Rhodophyta	Gracilariopsis_chorda
Picozoa	Picozoa_sp_COSAG02
Picozoa	Picomonas_judraskeda
Picozoa	Picozoa_sp_COSAG04
Picozoa	Picozoa_sp_COSAG06
Picozoa	Picozoa_sp_COSAG01
Picozoa	Picozoa_sp_COSAG05
Picozoa	Picozoa_sp_SAG25
Picozoa	Picozoa_sp_SAG11
Picozoa	Picozoa_sp_SAG22
Picozoa	Picozoa_sp_SAG31
Choanoflagellata	Acanthoeca_spectabilis
Choanoflagellata	Acanthoecidae_sp_10tr
Choanoflagellata	Helgoeca_nana
Choanoflagellata	Savillea_parva
Choanoflagellata	Didymoeca_costata
Choanoflagellata	Diaphanoeca_grandis
Choanoflagellata	Stephanoeca_diplocostata
Choanoflagellata	Codosiga_hollandica
Choanoflagellata	Microstomoeca_roanoka
Choanoflagellata	Salpingoeca_rosetta
Choanoflagellata	Choanoeca_perplexa
Choanoflagellata	Monosiga_brevicollis
Choanoflagellata	Mylnosiga_fluctuans
Choanoflagellata	Salpingoeca_helianthica
Choanoflagellata	Salpingoeca_infusionum
Choanoflagellata	Salpingoeca_kvevrii
Choanoflagellata	Salpingoeca_urceolata
Choanoflagellata	Salpingoeca_macrocollata
Choanoflagellata	Salpingoeca_punica
Choanoflagellata	Salpingoeca_dolichothecata
Choanoflagellata	Hartaetosiga_balthica
Choanoflagellata	Hartaetosiga_gracilis
Filasterea	Capsaspora_owczarzaki
Ichthyosporea	Abeoforma_whisleri
Ichthyosporea	Pirum_gemmata
Ichthyosporea	Amoebidium_parasiticum
Ichthyosporea	Ichthyophonus_hoferi
Ichthyosporea	Sphaeroforma_arctica
Ichthyosporea	Sphaerothecum_destruens
Pluriformea	Corallochytrium_limacisporum
Pluriformea	Syssomonas_multiformis
Rotosphaerida	Fonticula_alba
Rotosphaerida	Parvularia_atlantis
Choanoflagellata	Bicosta_minor
Choanoflagellata	Choanoeca_flexa
Rotosphaerida	Lithocolla_globosa
Rotosphaerida	Pompholyxophrys_punicea
Rotosphaerida	Pompholyxophrys_sp_LG126
Fungi	Undaria_pinnatifida
Choanoflagellata	Craspedida_sp_UC1
Choanoflagellata	Choanoflagellata_sp_UC4
Ichthyosporea	Creolimax_fragrantissima
Ichthyosporea	Chromosphaera_perkinsii
Filasterea	Pigoraptor_vietnamica
Filasterea	Pigoraptor_chileana
Choanoflagellata	Barroeca_monosierra
bryophytes	Anthoceros_agrestis
bryophytes	Anthoceros_fusiformis
bryophytes	Anthoceros_punctatus
bryophytes	Aulacomnium_turgidum
bryophytes	Calypogeia_fissa
bryophytes	Ceratodon_purpureus
bryophytes	Leiosporoceros_dussii
bryophytes	Marchantia_paleacea
bryophytes	Marchantia_polymorpha
bryophytes	Megaceros_flagellaris
bryophytes	Notothylas_orbicularis
bryophytes	Paraphymatoceros_pearsonii
bryophytes	Phaeoceros_carolinianus
bryophytes	Phaeomegaceros_chiloensis
bryophytes	Phymatoceros_phymatodes
bryophytes	Physcomitrium_patens
bryophytes	Polytrichastrum_alpinum
bryophytes	Riccia_fluitans
bryophytes	Sphagnum_balticum
bryophytes	Sphagnum_compactum
bryophytes	Sphagnum_fallax
bryophytes	Sphagnum_jensenii
bryophytes	Sphagnum_magellanicum
bryophytes	Sphagnum_tenellum
bryophytes	Sphagnum_troendelagicum
bryophytes	Straminergon_stramineum
bryophytes	Takakia_lepidozioides
bryophytes	Thuidium_tamariscinum
bryophytes	Ulota_crispa
chlorophyta	Apatococcus_fuscideae
chlorophyta	Apatococcus_lobatus
chlorophyta	Astrephomene_gubernaculifera
chlorophyta	Auxenochlorella_protothecoides
chlorophyta	Auxenochlorella_protothecoides_x_Auxenochlorella_symbiontica
chlorophyta	Bathycoccus_prasinos
chlorophyta	Chara_braunii
chlorophyta	Chlamydomonas_eustigma
chlorophyta	Chlamydomonas_incerta
chlorophyta	Chlamydomonas_reinhardtii
chlorophyta	Chlamydomonas_schloesseri
chlorophyta	Chlorella_ohadii
chlorophyta	Chlorella_variabilis
chlorophyta	Chlorella_vulgaris
chlorophyta	Chloropicon_primus
chlorophyta	Chloropicon_roscoffensis
chlorophyta	Coccomyxa_elongata
chlorophyta	Coccomyxa_subellipsoidea
chlorophyta	Coccomyxa_viridis
chlorophyta	Cymbomonas_tetramitiformis
chlorophyta	Dunaliella_salina
chlorophyta	Edaphochlamys_debaryana
chlorophyta	Elliptochloris_bilobata
chlorophyta	Gonium_pectorale
chlorophyta	Haematococcus_lacustris
chlorophyta	Klebsormidium_nitens
chlorophyta	Micractinium_conductrix
chlorophyta	Micractinium_tetrahymenae
chlorophyta	Micromonas_commoda
chlorophyta	Micromonas_pusilla
chlorophyta	Monoraphidium_minutum
chlorophyta	Monoraphidium_neglectum
chlorophyta	Myrmecia_bisecta
chlorophyta	Nephroselmis_pyriformis
