Group	Species
Fungi	Cystobasidium_minutum_MCA_4210
Fungi	Hanseniaspora_valbyensis
Fungi	Candida_maltosa_Xu316
Fungi	Hyaloscypha_bicolor_E
Fungi	Cryomyces_antarcticus
Fungi	Oidiodendron_maius_Zn
Fungi	Coniosporium_apollinis_CBS_100218
Fungi	Lecanosticta_acicola
Fungi	Hebeloma_cylindrosporum
Fungi	Lentinus_tigrinus_ALCF2SS1-7
Fungi	Phaeoacremonium_minimum_UCRPA7
Fungi	Aspergillus_ruber_CBS_135680
Fungi	Phaeomoniella_chlamydospora
Fungi	Thermothelomyces_heterothallicus_CBS_202.75
Fungi	Botryobasidium_botryosum_FD-172_SS1
Fungi	Phanerochaete_carnosa_HHB-10118-sp
Fungi	Amanita_thiersii_Skay4041
Fungi	Coemansia_reversa_NRRL_1564
Fungi	Rozella_allomycis_CSF55
Fungi	Verticillium_alfalfae_VaMs.102
Fungi	Plenodomus_tracheiphilus_IPT5
Fungi	Blastomyces_gilchristii_SLH14081
Fungi	Plicaturopsis_crispa_FD-325_SS-3
Fungi	Gymnopus_androsaceus_JB14
Fungi	Drechslerella_stenobrocha_248
Fungi	Hirsutella_minnesotensis_3608
Fungi	Uncinocarpus_reesii_1704
Fungi	Suillus_brevipes_Sb2
Fungi	Suillus_luteus_UH-Slu-Lm8-n1
Fungi	Phlebiopsis_gigantea_11061_1_CR5-6
Fungi	Allomyces_macrogynus_ATCC_38327
Fungi	Serendipita_vermifera_MAFF_305830
Fungi	Tulasnella_calospora_MUT_4182
Fungi	Rhizopogon_salebrosus_TDB-379
Fungi	Neolecta_irregularis_DAH-3
Fungi	Podospora_appendiculata
Fungi	Bombardia_bombarda
Fungi	Lasiosphaeria_miniovina
Fungi	Absidia_cylindrospora
Fungi	Fusarium_nematophilum
Fungi	Arthroderma_uncinatum
Fungi	Immersiella_caudata
Fungi	Lasiosphaeria_hispida
Fungi	Lasiosphaeria_ovina
Fungi	Cercophora_scortea
Fungi	Lasiosphaeris_hirsuta
Fungi	Mycena_sanguinolenta
Fungi	Fusarium_flagelliforme
Fungi	Cercophora_newfieldiana
Fungi	Schizothecium_vesticola
Fungi	Neurospora_tetraspora
Fungi	Chaetomium_tenue
Fungi	Staphylotrichum_longicolle
Fungi	Apodospora_peruviana
Fungi	Podospora_didyma
Fungi	Chaetomium_fimeti
Fungi	Penicillium_canescens
Fungi	Neurospora_hispaniola
Fungi	Purpureocillium_lavendulum
Fungi	Cercospora_kikuchii
Fungi	Trichoderma_gracile
Fungi	Desarmillaria_ectypa
Fungi	Truncatella_angustata
Fungi	Hypoxylon_fragiforme
Fungi	Armillaria_fumosa
Fungi	Sporothrix_brasiliensis_5110
Fungi	Ophiocordyceps_camponoti-floridani
Fungi	Arthrobotrys_musiformis
Fungi	Fusarium_phalaenopsidis
Fungi	Vanrija_albida
Fungi	Sordaria_brevicollis
Fungi	Microdochium_trichocladiopsis
Fungi	Colletotrichum_paranaense
Fungi	Fusarium_chlamydosporum
Fungi	Amphichorda_felina
Fungi	Alternaria_rosae
Fungi	Daedaleopsis_nitida
Fungi	Mucor_fragilis
Fungi	Hyaloscypha_variabilis
Fungi	Diaporthe_batatas
Fungi	Apiosordaria_backusii
Fungi	Phyllosticta_citrichinensis
Fungi	Elaphomyces_granulatus
Fungi	Daldinia_grandis
Fungi	Armillaria_nabsnona
Fungi	Paraphaeosphaeria_minitans
Fungi	Mycena_capillaripes
Fungi	Wickerhamiella_sorbophila
Fungi	Peziza_echinospora
Fungi	Phyllosticta_citribraziliensis
Fungi	Botrytis_fragariae
Fungi	Delphinella_strobiligena
Fungi	Crassisporium_funariophilum
Fungi	Stachybotrys_elegans
Fungi	Sclerotinia_trifoliorum
Fungi	Thelephora_terrestris
Fungi	Letharia_lupina
Fungi	Lentinula_detonsa
Fungi	Earliella_scabrosa
Fungi	Morchella_angusticeps
Fungi	Mycotypha_africana
Fungi	Trametes_meyenii
Fungi	Dendryphion_nanum
Fungi	Neodothiora_populina
Fungi	Umbelopsis_vinacea
Fungi	Morchella_pulchella
Fungi	Trametes_maxima
Fungi	Morchella_punctipes
Fungi	Morchella_prava
Fungi	Panaeolus_papilionaceus
Fungi	Bacidia_gigantensis
Fungi	Colletotrichum_phormii
Fungi	Morchella_brunnea
Fungi	Morchella_diminutiva
Fungi	Mycena_floridula
Fungi	Lipomyces_tetrasporus
Fungi	Morchella_fluvialis
Fungi	Aspergillus_campestris_IBT_28561
Fungi	Rhizodiscina_lignyota
Fungi	Halenospora_varia
Fungi	Geopyxis_carbonaria
Fungi	Mycena_filopes
Fungi	Clarireedia_jacksonii
Fungi	Dactylonectria_estremocensis
Fungi	Morchella_disparilis
Fungi	Pyronema_domesticum
Fungi	Pisolithus_tinctorius
Fungi	Massariosphaeria_phaeospora
Fungi	Absidia_repens
Fungi	Lentinula_raphanica
Fungi	Mycena_albidolilacea
Fungi	Daldinia_childiae
Fungi	Morchella_snyderi
Fungi	Maudiozyma_exigua
Fungi	Roridomyces_roridus
Fungi	Lentinula_aciculospora
Fungi	Mycena_epipterygia
Fungi	Annulohypoxylon_nitens
Fungi	Russula_ochroleuca
Fungi	Thelonectria_olida
Fungi	Colletotrichum_spaethianum
Fungi	Morchella_kakiicolor
Fungi	Xylaria_nigripes
Fungi	Kockovaella_imperatae
Fungi	Melampsora_americana
Fungi	Phascolomyces_articulosus
Fungi	Dichotomocladium_elegans
Fungi	Arxiozyma_heterogenica
Fungi	Tricharina_praecox
Fungi	Coemansia_spiralis
Fungi	Trichoderma_velutinum
Fungi	Hypomontagnella_submonticulosa
Fungi	Thamnidium_elegans
Fungi	Mycena_amicta
Fungi	Myxozyma_melibiosi
Fungi	Gymnopus_earleae
Fungi	Tricholomella_constricta
Fungi	Helicostylum_pulchrum
Fungi	Phlyctochytrium_arcticum
Fungi	Armillaria_luteobubalina
Fungi	Trametes_punicea
Fungi	Mycena_rebaudengoi
Fungi	Mycena_latifolia
Fungi	Naganishia_friedmannii
Fungi	Mycena_polygramma
Fungi	Armillaria_novae-zelandiae
Fungi	Syncephalis_plumigaleata
Fungi	Penicillium_olsonii
Fungi	Microdochium_bolleyi
Fungi	Trametes_elegans
Fungi	Circinella_umbellata
Fungi	Morchella_arbutiphila
Fungi	Suillus_subaureus
Fungi	Letharia_columbiana
Fungi	Cubamyces_menziesii
Fungi	Cristinia_sonorae
Fungi	Phyllosticta_paracitricarpa
Fungi	Cucurbitaria_berberidis_CBS_394.84
Fungi	Tirmania_nivea
Fungi	Fusarium_mangiferae
Fungi	Kalaharituber_pfeilii
Fungi	Lophiotrema_nucula
Fungi	Naganishia_liquefaciens
Fungi	Morchella_steppicola
Fungi	Kickxella_alabastrina
Fungi	Gorgonomyces_haynaldii
Fungi	Pisolithus_orientalis
Fungi	Annulohypoxylon_truncatum
Fungi	Trichoderma_evansii
Fungi	Cantharellus_anzutake
Fungi	Gaertneriomyces_semiglobifer
Fungi	Hesseltinella_vesiculosa
Fungi	Pisolithus_thermaeus
Fungi	Mycena_belliarum
Fungi	Astrocystis_sublimbata
Fungi	Russula_emetica
Fungi	Lophium_mytilinum
Fungi	Suillus_tomentosus
Fungi	Gongronella_butleri
Fungi	Boletus_coccyginus
Fungi	Mycena_crocata
Fungi	Hypoxylon_crocopeplum
Fungi	Trametopsis_cervina
Fungi	Xylaria_scruposa
Fungi	Suillus_plorans
Fungi	Syncephalis_fuscata
Fungi	Mycena_vitilis
Fungi	Microthyrium_microscopicum
Fungi	Fonsecaea_multimorphosa_CBS_102226
Fungi	Daldinia_decipiens
Fungi	Suillus_fuscotomentosus
Fungi	Suillus_subluteus
Fungi	Ophiobolus_disseminans
Fungi	Lipomyces_arxii
Fungi	Pilobolus_umbonatus
Fungi	Lentinula_guzmanii
Fungi	Pneumocystis_canis
Fungi	Cladochytrium_replicatum
Fungi	Hypoxylon_cercidicola
Fungi	Sarocladium_implicatum
Fungi	Daldinia_vernicosa
Fungi	Linnemannia_gamsii
Fungi	Mycena_maculata
Fungi	Thyridium_curvatum
Fungi	Mollisia_scopiformis
Fungi	Pneumocystis_oryctolagi
Fungi	Lentinula_lateritia
Fungi	Xylaria_cubensis
Fungi	Gloeopeniophorella_convolvens
Fungi	Suillus_discolor
Fungi	Whalleya_microplaca
Fungi	Hyaloscypha_finlandica
Fungi	Mycena_metata
Fungi	Spinellus_fusiger
Fungi	Rhodotorula_taiwanensis
Fungi	Phellopilus_nigrolimitatus
Fungi	Geranomyces_variabilis
Fungi	Mycena_vulgaris
Fungi	Xylaria_castorea
Fungi	Mycena_alexandri
Fungi	Trametes_cingulata
Fungi	Suillus_cothurnatus
Fungi	Daldinia_loculata
Fungi	Aspergillus_stella-maris
Fungi	Emericellopsis_cladophorae
Fungi	Epithele_typhae
Fungi	Suillus_paluster
Fungi	Annulohypoxylon_moriforme
Fungi	Rhizoclosmatium_globosum
Fungi	Russula_dissimulans
Fungi	Aspergillus_fruticulosus
Fungi	Colletotrichum_orchidophilum
Fungi	Xylaria_venustula
Fungi	Capronia_epimyces_CBS_606.96
Fungi	Aspergillus_saccharolyticus_JOP_1030-1
Fungi	Phialemonium_atrogriseum
Fungi	Pisolithus_croceorrhizus
Fungi	Testicularia_cyperi
Fungi	Pholiota_molesta
Fungi	Lactarius_akahatsu
Fungi	Dichotomopilus_funicola
Fungi	Umbelopsis_ramanniana_AG
Fungi	Metarhizium_album_ARSEF_1941
Fungi	Nematocida_displodere
Fungi	Lactarius_sanguifluus
Fungi	Mycena_rosella
Fungi	Nemania_serpens
Fungi	Ordospora_colligata_OC4
Fungi	Terfezia_claveryi
Fungi	Tothia_fuscella
Fungi	Nematocida_ausubeli
Fungi	Coniophora_puteana_RWD-64-598_SS2
Fungi	Chytridium_lagenaria
Fungi	Flammula_alnicola
Fungi	Tilletiopsis_washingtonensis
Fungi	Naematelia_encephala
Fungi	Mycena_olivaceomarginata
Fungi	Suillus_subalutaceus
Fungi	Pisolithus_marmoratus
Fungi	Lactarius_vividus
Fungi	Mucor_mucedo
Fungi	Biscogniauxia_marginata
Fungi	Suillus_lakei
Fungi	Xylaria_acuta
Fungi	Fomitopsis_serialis
Fungi	Obelidium_mucronatum
Fungi	Nemania_abortiva
Fungi	Lactifluus_subvellereus
Fungi	Gautieria_morchelliformis
Fungi	Trichoderma_guizhouense
Fungi	Aspergillus_tetrazonus
Fungi	Russula_vinacea
Fungi	Infundibulicybe_gibba
Fungi	Suillus_variegatus
Fungi	Ascoidea_rubescens_DSM_1968
Fungi	Trichodelitschia_bisporula
Fungi	Multifurca_ochricompacta
Fungi	Clohesyomyces_aquaticus
Fungi	Camillea_tinctor
Fungi	Xylaria_intraflava
Fungi	Heliocybe_sulcata
Fungi	Mycena_leptocephala
Fungi	Mycena_haematopus
Fungi	Parathielavia_appendiculata
Fungi	Aspergillus_spectabilis
Fungi	Canariomyces_notabilis
Fungi	Amylocystis_lapponica
Fungi	Xylaria_digitata
Fungi	Aspergillus_granulosus
Fungi	Xylaria_telfairii
Fungi	Rhodocollybia_butyracea
Fungi	Aspergillus_fumigatiaffinis
Fungi	Russula_brevipes
Fungi	Trichophaea_hybrida
Fungi	Lactarius_pseudohatsudake
Fungi	Cerioporus_squamosus
Fungi	Hypoxylon_fuscum
Fungi	Irpex_rosettiformis
Fungi	Xylaria_palmicola
Fungi	Polyplosphaeria_fusca
Fungi	Russula_compacta
Fungi	Mucor_saturninus
Fungi	Lineolata_rhizophorae
Fungi	Colletotrichum_kahawae
Fungi	Pilatotrama_ljubarskyi
Fungi	Acephala_macrosclerotiorum
Fungi	Rhizomucor_pusillus
Fungi	Nematocida_parisii_ERTm1
Fungi	Fomitopsis_schrenkii
Fungi	Suillus_ampliporus
Fungi	Mucidula_mucida
Fungi	Jackrogersella_minutella
Fungi	Sphaerosporella_brunnea
Fungi	Podila_humilis
Fungi	Amanita_phalloides
Fungi	Crepidotus_variabilis
Fungi	Decorospora_gaudefroyi
Fungi	Colletotrichum_plurivorum
Fungi	Schizopora_paradoxa
Fungi	Lactarius_psammicola
Fungi	Aspergillus_turcosus
Fungi	Circinella_minor
Fungi	Cytidiella_melzeri
Fungi	Entophlyctis_helioformis
Fungi	Suillus_occidentalis
Fungi	Crucibulum_laeve
Fungi	Aspergillus_thermomutatus
Fungi	Gyrodon_lividus
Fungi	Lactarius_quietus
Fungi	Caulochytrium_protostelioides
Fungi	[Emmonsia]_crescens
Fungi	Coprinopsis_marcescibilis
Fungi	Phlegmacium_glaucopus
Fungi	Leucogyrophana_mollusca
Fungi	Aspergillus_oleicola
Fungi	Cylindrodendrum_hubeiense
Fungi	Pholiota_conissans
Fungi	Suillus_hirtellus
Fungi	Usnea_florida
Fungi	Sclerotinia_borealis_F-4128
Fungi	Rhodotorula_dairenensis
Fungi	Schizophyllum_fasciatum
Fungi	Byssothecium_circinans
Fungi	Russula_earlei
Fungi	Aspergillus_filifer
Fungi	Parathielavia_hyrcaniae
Fungi	Lactarius_hengduanensis
Fungi	Lentinula_boryana
Fungi	Tilletia_walkeri
Fungi	Poronia_punctata
Fungi	Penicillium_occitanis_(nom._inval.)
Fungi	Amylocarpus_encephaloides
Fungi	Aspergillus_avenaceus
Fungi	Collybia_nuda
Fungi	Suillus_weaverae
Fungi	Linnemannia_zychae
Fungi	Actinomortierella_wolfii
Fungi	Ramaria_rubella
Fungi	Vavraia_culicis_subsp._floridensis
Fungi	Clathrospora_elynae
Fungi	Calycina_marina
Fungi	Chytriomyces_hyalinus
Fungi	Vittaforma_corneae_ATCC_50505
Fungi	Lentinula_novae-zelandiae
Fungi	Thelephora_ganbajun
Fungi	Geotrichum_bryndzae
Fungi	Paxillus_ammoniavirescens
Fungi	Imleria_badia
Fungi	Suillus_americanus
Fungi	Coemansia_erecta
Fungi	Suillus_decipiens
Fungi	Pseudozyma_flocculosa_PF-1
Fungi	Globomyces_pollinis-pini
Fungi	Hygrophoropsis_aurantiaca
Fungi	Pluteus_cervinus
Fungi	Actinomortierella_ambigua
Fungi	Dimargaris_cristalligena
Fungi	Coemansia_aciculifera
Fungi	Chytriomyces_confervae
Fungi	Gigaspora_margarita
Fungi	Podila_horticola
Fungi	Histoplasma_mississippiense
Fungi	Lobulomyces_angularis
Fungi	Dissophora_globulifera
Fungi	Thamnocephalis_sphaerospora
Fungi	Blastocladiella_britannica
Fungi	Podila_clonocystis
Fungi	Mortierella_polycephala
Fungi	Podila_epicladia
Fungi	Entomortierella_chlamydospora
Fungi	Clydaea_vesicula
Fungi	Vairimorpha_apis_BRL_01
Fungi	Amylostereum_chailletii
Fungi	Coemansia_thaxteri
Fungi	Phlebia_brevispora
Fungi	Jimgerdemannia_flammicorona
Fungi	Absidia_glauca
Fungi	Piptocephalis_cylindrospora
Fungi	Trachipleistophora_hominis
Fungi	Pseudoloma_neurophilia
Fungi	Syncephalis_pseudoplumigaleata
Fungi	Lunasporangiospora_selenospora
Fungi	Hepatospora_eriocheir
Fungi	Coemansia_nantahalensis
Fungi	Haplosporangium_bisporale
Fungi	Modicella_reniformis
Fungi	Olpidium_bornovanus
Fungi	Penicillium_nalgiovense
Fungi	Myriangium_duriaei_CBS_260.36
Fungi	Zygosaccharomyces_bisporus
Fungi	Nakaseomyces_bracarensis
Fungi	Melanopsichium_pennsylvanicum
Fungi	Aspergillus_phoenicis_ATCC_13157
Fungi	Mycena_galopus_ATCC_62051
Fungi	Coniochaeta_ligniaria_NRRL_30616
Fungi	Zopfia_rhizophila_CBS_207.26
Fungi	Karstenula_rhodostoma_CBS_690.94
Fungi	Kwoniella_heveanensis_BCC8398
Fungi	Metarhizium_guizhouense_ARSEF_977
Fungi	Sporormia_fimetaria_CBS_119925
Fungi	Polychaeton_citri_CBS_116435
Fungi	Fistulina_hepatica_ATCC_64428
Fungi	Guyanagaster_necrorhizus
Fungi	Nadsonia_fulvescens_var._elongata_DSM_6958
Fungi	Aspergillus_violaceofuscus_CBS_115571
Fungi	Annulohypoxylon_bovei_var._microspora
Fungi	Sistotremastrum_niveocremeum_HHB9708
Fungi	Calocera_viscosa_TUFC12733
Fungi	Ascobolus_immersus_RN42
Fungi	Lophiostoma_macrostomum_CBS_122681
Fungi	Patellaria_atrata_CBS_101060
Fungi	Amanita_inopinata_Kibby_2008
Fungi	Daedalea_quercina_L-15889
Fungi	Saccharata_proteae_CBS_121410
Fungi	Aspergillus_terricola_var._indicus
Fungi	Aulographum_hederae_CBS_113979
Fungi	Moelleriella_libera_RCEF_2490
Fungi	Choiromyces_venosus_120613-1
Fungi	Terfezia_boudieri_ATCC_MYA-4762
Fungi	Piedraia_hortae_CBS_480.64
Fungi	Collybiopsis_luxurians_FD-317_M1
Fungi	Massarina_eburnea_CBS_473.64
Fungi	Edhazardia_aedis_USNM_41457
Fungi	Niveomyces_insectorum_RCEF_264
Fungi	Pyrenophora_seminiperda_CCB06
Fungi	Jaapia_argillacea_MUCL_33604
Fungi	Sistotremastrum_suecicum_HHB10207_ss-3
Fungi	Neolentinus_lepideus_HHB14362_ss-1
Fungi	Lojkania_enalia
Fungi	Lentithecium_fluviatile_CBS_122367
Fungi	Calocera_cornea_HHB12733
Fungi	Neoconidiobolus_thromboides_FSU_785
Fungi	Marasmius_fiardii_PR-910
Fungi	Hydnum_rufescens_UP504
Fungi	Vararia_minispora_EC-137
Fungi	Panus_rudis_PR-1116_ss-1
Fungi	Pleomassaria_siparia_CBS_279.74
Fungi	Wilcoxina_mikolae_CBS_423.85
Fungi	Melanomma_pulvis-pyrius_CBS_109.77
Fungi	Dendrothele_bispora_CBS_962.96
Fungi	Hydnomerulius_pinastri_MD-312
Fungi	Stachybotrys_chlorohalonatus_IBT_40285
Fungi	Exidia_glandulosa_HHB12029
Fungi	Macrolepiota_fuliginosa_MF-IS2
Fungi	Rhizopogon_vinicolor_AM-OR11-026
Fungi	Backusella_circina_FSU_941
Fungi	Laccaria_amethystina_LaAM-08-1
Fungi	Trichophyton_equinum_CBS_127.97
Fungi	Sphaerobolus_stellatus_SS14
Fungi	Paxillus_rubicundulus_Ve08.2h10
Fungi	Amanita_brunnescens_Koide_BX004
Fungi	Anncaliia_algerae_PRA339
Fungi	Seiridium_cardinale
Fungi	Penicillium_majusculum
Fungi	Penicillium_concentricum
Fungi	Penicillium_viridicatum
Fungi	Penicillium_vulpinum
Fungi	Penicillium_freii
Fungi	Penicillium_mononematosum
Fungi	Penicillium_psychrosexuale
Fungi	Apiospora_saccharicola
Fungi	Gnomoniopsis_smithogilvyi
Fungi	Mycena_venus
Fungi	Penicillium_desertorum
Fungi	Diaporthe_citri
Fungi	Anthostomella_pinea
Fungi	Rasamsonia_columbiensis
Fungi	Apiospora_kogelbergensis
Fungi	Colletotrichum_aenigma
Fungi	Penicillium_lividum
Fungi	Mycena_indigotica
Fungi	Penicillium_hordei
Fungi	Phyllachora_maydis
Fungi	Penicillium_argentinense
Fungi	Penicillium_taxi
Fungi	Ceratocystis_huliohia
Fungi	Penicillium_odoratum
Fungi	Penicillium_waksmanii
Fungi	Penicillium_nucicola
Fungi	Penicillium_daleae
Fungi	Penicillium_longicatenatum
Fungi	Didymosphaeria_variabile
Fungi	Penicillium_frequentans
Fungi	Penicillium_cataractarum
Fungi	Penicillium_pulvis
Fungi	Penicillium_cosmopolitanum
Fungi	Clonostachys_chloroleuca
Fungi	Penicillium_tannophilum
Fungi	Orbilia_javanica
Fungi	Penicillium_coprophilum
Fungi	Penicillium_manginii
Fungi	Penicillium_chermesinum
Fungi	Penicillium_cinerascens
Fungi	Penicillium_macrosclerotiorum
Fungi	Penicillium_atrosanguineum
Fungi	Penicillium_antarcticum
Fungi	Penicillium_hispanicum
Fungi	Colletotrichum_tabaci
Fungi	Penicillium_lagena
Fungi	Penicillium_verhagenii
Fungi	Microdochium_nivale
Fungi	Penicillium_riverlandense
Fungi	Microdochium_majus
Fungi	Penicillium_diatomitis
Fungi	Penicillium_bovifimosum
Fungi	Penicillium_alfredii
Fungi	Clathrus_columnatus
Fungi	Periconia_digitata
Fungi	Mycena_kentingensis_(nom._inval.)
Fungi	Botrytis_aclada
Fungi	Hohenbuehelia_grisea
Fungi	Colletotrichum_melonis
Fungi	Alternaria_panax
Fungi	Lecanora_helva
Fungi	Elsinoe_batatas
Fungi	Fusarium_lateritium
Fungi	Botryotinia_globosa
Fungi	Marasmius_tenuissimus
Fungi	Orbilia_blumenaviensis
Fungi	Lanmaoa_asiatica
Fungi	Martiniozyma_asiatica_(nom._inval.)
Fungi	Tylopilus_felleus
Fungi	Saccharomycopsis_crataegensis
Fungi	Alternaria_atra
Fungi	Lithohypha_guttulata
Fungi	Xanthoria_calcicola
Fungi	Arthrobotrys_megalospora
Fungi	Scedosporium_boydii
Fungi	Cladosporium_inversicolor
Fungi	Parascedosporium_putredinis
Fungi	Alternaria_gaisen
Fungi	Leucocoprinus_leucothites
Fungi	Orbilia_ellipsospora
Fungi	Mycena_chlorophos
Fungi	Hyphodiscus_hymeniophilus
Fungi	[Torrubiella]_hemipterigena
Fungi	Alternaria_conjuncta
Fungi	Clonostachys_solani
Fungi	Morchella_norvegiensis
Fungi	Cladosporium_allicinum
Fungi	Candida_verbasci
Fungi	Umbelopsis_nana
Fungi	Fonsecaea_erecta
Fungi	Cladosporium_fusiforme
Fungi	Cladonia_borealis
Fungi	Morchella_anatolica
Fungi	Tilletia_maclaganii
Fungi	Neocucurbitaria_cava
Fungi	Thecaphora_frezii
Fungi	Favolaschia_claudopus
Fungi	Plenodomus_biglobosus
Fungi	Microbotryum_saponariae
Fungi	Morchella_dunalii
Fungi	Bathelium_mastoideum
Fungi	Candelina_mexicana
Fungi	Pseudogymnoascus_australis
Fungi	Colletotrichum_liriopes
Fungi	Lyophyllum_atratum
Fungi	Holtermanniella_festucosa
Fungi	Cladophialophora_chaetospira
Fungi	Metarhizium_humberi
Fungi	Elasticomyces_elasticus
Fungi	Botrytis_deweyae
Fungi	Plectosphaerella_plurivora
Fungi	Neocallimastix_lanati_(nom._inval.)
Fungi	Gurleya_vavrai
Fungi	Coniosporium_tulheliwenetii
Fungi	Penicillium_rolfsii
Fungi	Ustilago_trichophora
Fungi	Ustilago_tritici
Fungi	Exophiala_sideris
Fungi	Lizonia_empirigonia
Fungi	Naganishia_vaughanmartiniae
Fungi	Ustilago_nuda
Fungi	Scleroderma_yunnanense
Fungi	Nothophoma_quercina
Fungi	Ustilago_loliicola
Fungi	Morchella_americana
Fungi	Trichoderma_lentiforme
Fungi	Zalaria_obscura
Fungi	Caeruleum_heppii
Fungi	Mycena_pura
Fungi	Clonostachys_byssicola
Fungi	Fusarium_irregulare
Fungi	Stygiomarasmius_scandens
Fungi	Fusarium_chuoi
Fungi	Stereocaulon_virgatum
Fungi	Cirrosporium_novae-zelandiae
Fungi	Cerrena_zonata
Fungi	Morchella_populiphila
Fungi	Candolleomyces_candolleanus
Fungi	Knufia_fluminis
Fungi	Pleurostoma_richardsiae
Fungi	Fusarium_torreyae
Fungi	Coleophoma_crateriformis
Fungi	Mycena_citricolor
Fungi	Physcia_stellaris
Fungi	Epibryon_interlamellare
Fungi	Friedmanniomyces_endolithicus
Fungi	Phenoliferia_psychrophenolica
Fungi	Sarcosagium_campestre
Fungi	Ogataea_haglerorum
Fungi	Hysterangium_stoloniferum
Fungi	Gomphillus_americanus
Fungi	Lambiella_insularis
Fungi	Curvularia_kusanoi
Fungi	Echria_macrotheca
Fungi	Puttea_exsequens
Fungi	Pycnora_praestabilis
Fungi	Oculimacula_yallundae
Fungi	Sporothrix_curviconia
Fungi	Colletotrichum_karsti
Fungi	[Candida]_jaroonii
Fungi	Glugoides_intestinalis
Fungi	Cladosporium_halotolerans
Fungi	Candida_africana
Fungi	Oleoguttula_mirabilis
Fungi	Sorochytrium_milnesiophthora
Fungi	Paramarasmius_palmivorus
Fungi	Coleophoma_cylindrospora
Fungi	Pseudocercospora_fuligena
Fungi	Didymella_pomorum
Fungi	Meristemomyces_frigidus
Fungi	Lepraria_finkii
Fungi	Neophaeotheca_triangularis
Fungi	Extremus_antarcticus
Fungi	Penicillium_glandicola
Fungi	Sphaceloma_murrayae
Fungi	Xylographa_vitiligo
Fungi	Alyxoria_varia
Fungi	Tetrapyrgos_nigripes
Fungi	Trichoderma_pleuroticola
Fungi	Ptychographa_xylographoides
Fungi	Lipomyces_mesembrius
Fungi	Binucleata_daphniae
Fungi	Gyalolechia_marmorata
Fungi	Seiridium_unicorne
Fungi	Ganoderma_adspersum
Fungi	Podospora_conica
Fungi	Penicillium_salamii
Fungi	Viridothelium_virens
Fungi	Trypethelium_subeluteriae
Fungi	Penicillium_flavigenum
Fungi	Vezdaea_aestivalis
Fungi	Letrouitia_transgressa
Fungi	Russula_decolorans
Fungi	Diplodia_intermedia
Fungi	Colletotrichum_chrysophilum
Fungi	Salinomyces_thailandicus
Fungi	Didymella_heteroderae
Fungi	Maudiozyma_barnettii
Fungi	Coniochaeta_pulveracea
Fungi	Pyrenula_ochraceoflavens
Fungi	Trapelia_coarctata
Fungi	Epibryon_bryophilum
Fungi	Sporothrix_thermara
Fungi	Sarea_resinae
Fungi	Sporothrix_eucalyptigena
Fungi	Puccinia_coronata_f._sp._avenae
Fungi	Sporothrix_bragantina
Fungi	Loxospora_ochrophaea
Fungi	Lipomyces_kononenkoae
Fungi	Aspergillus_destruens
Fungi	Geoglossum_simile
Fungi	Bogoriella_megaspora
Fungi	Candelaria_pacifica
Fungi	Thelocarpon_impressellum
Fungi	Neonectria_magnoliae
Fungi	Xylaria_multiplex
Fungi	Diatrype_stigma
Fungi	[Candida]_railenensis
Fungi	Agyrium_rufum
Fungi	Trichomonascus_vanleenenianus
Fungi	Aspergillus_magnivesiculatus
Fungi	Knufia_peltigerae
Fungi	Seiridium_cupressi
Fungi	Xylographa_pallens
Fungi	Rhodosporidiobolus_azoricus
Fungi	Thelotrema_lepadinum
Fungi	Triangularia_verruculosa
Fungi	Trichoderma_novae-zelandiae
Fungi	Lignoscripta_atroalba
Fungi	Sporobolomyces_ruberrimus
Fungi	Aspergillus_vitricola
Fungi	Gyalolechia_ehrenbergii
Fungi	Flavoplaca_citrina
Fungi	Xylographa_carneopallida
Fungi	Aspergillus_proliferans
Fungi	Setomelanomma_holmii
Fungi	Penicillium_pancosmium
Fungi	Piccolia_ochrophora
Fungi	Corynascus_similis_CBS_632.67
Fungi	Rhodosporidiobolus_ruineniae
Fungi	Rhypophila_decipiens
Fungi	Wallemia_canadensis
Fungi	Arthrobotrys_entomopaga
Fungi	Collybiopsis_confluens
Fungi	Fusarium_subglutinans
Fungi	Naganishia_cerealis
Fungi	Colletotrichum_noveboracense
Fungi	Xylographa_opegraphella
Fungi	Fusarium_heterosporum
Fungi	Imshaugia_aleurites
Fungi	Fusarium_duplospermum
Fungi	Vermiconidia_calcicola
Fungi	Fusarium_coffeatum
Fungi	Colletotrichum_chlorophyti
Fungi	Beauveria_thailandica
Fungi	Allomyces_arbusculus
Fungi	Penicillium_ucsense
Fungi	Stictis_urceolata
Fungi	Priceomyces_carsonii
Fungi	Sporothrix_epigloea
Fungi	Geoglossum_umbratile
Fungi	Diaporthe_ilicicola
Fungi	Neofusicoccum_ribis
Fungi	Botrytis_tulipae
Fungi	Candolleomyces_efflorescens
Fungi	Beauveria_neobassiana
Fungi	Pseudevernia_consocians
Fungi	Xylographa_parallela
Fungi	Fusarium_mexicanum
Fungi	Seirophora_lacunosa
Fungi	Didymella_keratinophila
Fungi	Xanthoria_mediterranea
Fungi	Colletotrichum_nupharicola
Fungi	Sporobolomyces_johnsonii
Fungi	Neopestalotiopsis_clavispora
Fungi	Sclerophora_amabilis
Fungi	Penicillium_discolor
Fungi	Teloschistes_flavicans
Fungi	Australozyma_monospora
Fungi	Fusarium_gaditjirri
Fungi	Epibryon_turfosorum
